miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-let-7a-1	84467	15144.397736	N
hsa-let-7a-2	83695	15005.983029	N
hsa-let-7a-3	84570	15162.864984	N
hsa-let-7b	42647	7646.336797	N
hsa-let-7c	48137	8630.659001	N
hsa-let-7d	1297	232.543879	N
hsa-let-7e	4088	732.952490	N
hsa-let-7f-1	17132	3071.659015	N
hsa-let-7f-2	17519	3141.045662	N
hsa-let-7g	5605	1004.940975	N
hsa-let-7i	2827	506.863182	N
hsa-mir-1-1	131	23.487470	N
hsa-mir-1-2	147	26.356168	N
hsa-mir-100	12524	2245.473821	Y
hsa-mir-101-1	67491	12100.708533	N
hsa-mir-101-2	68891	12351.719659	N
hsa-mir-103a-1	154681	27733.322910	Y
hsa-mir-103a-2	156271	28018.399833	Y
hsa-mir-103b-1	0	0.000000	N
hsa-mir-103b-2	0	0.000000	N
hsa-mir-105-1	306	54.863861	N
hsa-mir-105-2	297	53.250218	N
hsa-mir-106a	212	38.010256	Y
hsa-mir-106b	3606	646.532945	N
hsa-mir-107	860	154.192549	Y
hsa-mir-10a	15178	2721.319200	N
hsa-mir-10b	40514	7263.903417	N
hsa-mir-1178	0	0.000000	N
hsa-mir-1179	3	0.537881	N
hsa-mir-1180	165	29.583454	N
hsa-mir-1181	1	0.179294	N
hsa-mir-1182	0	0.000000	N
hsa-mir-1183	0	0.000000	N
hsa-mir-1184-1	0	0.000000	N
hsa-mir-1184-2	0	0.000000	N
hsa-mir-1184-3	0	0.000000	N
hsa-mir-1185-1	0	0.000000	N
hsa-mir-1185-2	0	0.000000	N
hsa-mir-1193	0	0.000000	N
hsa-mir-1197	0	0.000000	N
hsa-mir-1199	0	0.000000	N
hsa-mir-1200	0	0.000000	N
hsa-mir-1202	0	0.000000	N
hsa-mir-1203	0	0.000000	N
hsa-mir-1204	0	0.000000	N
hsa-mir-1205	0	0.000000	N
hsa-mir-1206	0	0.000000	N
hsa-mir-1207	0	0.000000	N
hsa-mir-1208	0	0.000000	N
hsa-mir-122	0	0.000000	N
hsa-mir-1224	136	24.383938	N
hsa-mir-1225	0	0.000000	N
hsa-mir-1226	16	2.868699	N
hsa-mir-1227	0	0.000000	N
hsa-mir-1228	2	0.358587	N
hsa-mir-1229	32	5.737397	N
hsa-mir-1231	1	0.179294	N
hsa-mir-1233-1	0	0.000000	N
hsa-mir-1233-2	0	0.000000	N
hsa-mir-1234	1	0.179294	N
hsa-mir-1236	0	0.000000	N
hsa-mir-1237	1	0.179294	N
hsa-mir-1238	1	0.179294	N
hsa-mir-124-1	0	0.000000	N
hsa-mir-124-2	1	0.179294	N
hsa-mir-124-3	0	0.000000	N
hsa-mir-1243	0	0.000000	N
hsa-mir-1244-1	0	0.000000	N
hsa-mir-1244-2	0	0.000000	N
hsa-mir-1244-3	0	0.000000	N
hsa-mir-1244-4	0	0.000000	N
hsa-mir-1245a	0	0.000000	N
hsa-mir-1245b	1	0.179294	N
hsa-mir-1246	0	0.000000	N
hsa-mir-1247	31	5.558104	N
hsa-mir-1248	8	1.434349	N
hsa-mir-1249	16	2.868699	N
hsa-mir-1250	1	0.179294	N
hsa-mir-1251	7	1.255056	N
hsa-mir-1252	0	0.000000	N
hsa-mir-1253	0	0.000000	N
hsa-mir-1254-1	13	2.330818	N
hsa-mir-1254-2	12	2.151524	N
hsa-mir-1255a	1	0.179294	N
hsa-mir-1255b-1	0	0.000000	N
hsa-mir-1255b-2	0	0.000000	N
hsa-mir-1256	0	0.000000	N
hsa-mir-1257	0	0.000000	N
hsa-mir-1258	0	0.000000	N
hsa-mir-125a	5795	1039.006770	N
hsa-mir-125b-1	12862	2306.075079	N
hsa-mir-125b-2	14613	2620.018281	N
hsa-mir-126	13818	2477.479820	N
hsa-mir-1260a	0	0.000000	N
hsa-mir-1260b	1	0.179294	N
hsa-mir-1261	0	0.000000	N
hsa-mir-1262	0	0.000000	N
hsa-mir-1263	0	0.000000	N
hsa-mir-1264	2	0.358587	N
hsa-mir-1265	0	0.000000	N
hsa-mir-1266	12	2.151524	N
hsa-mir-1267	0	0.000000	N
hsa-mir-1268a	0	0.000000	N
hsa-mir-1268b	0	0.000000	N
hsa-mir-1269a	23	4.123754	N
hsa-mir-1269b	5	0.896468	N
hsa-mir-127	655	117.437349	N
hsa-mir-1270	5	0.896468	N
hsa-mir-1271	31	5.558104	N
hsa-mir-1272	0	0.000000	N
hsa-mir-1273a	0	0.000000	N
hsa-mir-1273c	0	0.000000	N
hsa-mir-1273d	0	0.000000	N
hsa-mir-1273e	0	0.000000	N
hsa-mir-1273f	0	0.000000	N
hsa-mir-1273g	0	0.000000	N
hsa-mir-1273h	0	0.000000	N
hsa-mir-1275	0	0.000000	N
hsa-mir-1276	0	0.000000	N
hsa-mir-1277	46	8.247508	N
hsa-mir-1278	0	0.000000	N
hsa-mir-1279	0	0.000000	N
hsa-mir-128-1	1084	194.354329	N
hsa-mir-128-2	741	132.856603	N
hsa-mir-1281	0	0.000000	N
hsa-mir-1282	0	0.000000	N
hsa-mir-1283-1	0	0.000000	N
hsa-mir-1283-2	0	0.000000	N
hsa-mir-1284	3	0.537881	N
hsa-mir-1285-1	1	0.179294	N
hsa-mir-1285-2	0	0.000000	N
hsa-mir-1286	0	0.000000	N
hsa-mir-1287	128	22.949589	N
hsa-mir-1288	6	1.075762	N
hsa-mir-1289-1	0	0.000000	N
hsa-mir-1289-2	0	0.000000	N
hsa-mir-129-1	18	3.227286	N
hsa-mir-129-2	28	5.020223	N
hsa-mir-1290	0	0.000000	N
hsa-mir-1291	3	0.537881	N
hsa-mir-1292	8	1.434349	N
hsa-mir-1293	0	0.000000	N
hsa-mir-1294	0	0.000000	N
hsa-mir-1295a	24	4.303048	N
hsa-mir-1295b	0	0.000000	N
hsa-mir-1296	6	1.075762	N
hsa-mir-1297	0	0.000000	N
hsa-mir-1298	1	0.179294	N
hsa-mir-1299	0	0.000000	N
hsa-mir-1301	200	35.858732	N
hsa-mir-1302-1	0	0.000000	N
hsa-mir-1302-10	0	0.000000	N
hsa-mir-1302-11	0	0.000000	N
hsa-mir-1302-2	0	0.000000	N
hsa-mir-1302-3	0	0.000000	N
hsa-mir-1302-4	0	0.000000	N
hsa-mir-1302-5	0	0.000000	N
hsa-mir-1302-6	0	0.000000	N
hsa-mir-1302-7	0	0.000000	N
hsa-mir-1302-8	0	0.000000	N
hsa-mir-1302-9	0	0.000000	N
hsa-mir-1303	0	0.000000	N
hsa-mir-1304	2	0.358587	N
hsa-mir-1305	6	1.075762	N
hsa-mir-1306	117	20.977358	N
hsa-mir-1307	14813	2655.877013	N
hsa-mir-130a	176	31.555684	N
hsa-mir-130b	226	40.520368	N
hsa-mir-132	1210	216.945331	N
hsa-mir-1321	0	0.000000	N
hsa-mir-1322	0	0.000000	N
hsa-mir-1323	0	0.000000	N
hsa-mir-1324	0	0.000000	N
hsa-mir-133a-1	158	28.328399	Y
hsa-mir-133a-2	112	20.080890	Y
hsa-mir-133b	105	18.825834	Y
hsa-mir-134	161	28.866280	N
hsa-mir-1343	4	0.717175	N
hsa-mir-135a-1	26	4.661635	N
hsa-mir-135a-2	11	1.972230	N
hsa-mir-135b	101	18.108660	N
hsa-mir-136	95	17.032898	N
hsa-mir-137	0	0.000000	N
hsa-mir-138-1	5	0.896468	N
hsa-mir-138-2	10	1.792937	N
hsa-mir-139	11326	2030.680014	N
hsa-mir-140	5830	1045.282049	N
hsa-mir-141	19008	3408.013925	N
hsa-mir-142	74571	13370.107659	N
hsa-mir-143	54026	9686.519376	N
hsa-mir-144	363	65.083599	N
hsa-mir-145	3173	568.898789	N
hsa-mir-1468	11	1.972230	N
hsa-mir-1469	0	0.000000	N
hsa-mir-146a	7808	1399.924912	N
hsa-mir-146b	10290	1844.931781	N
hsa-mir-1470	0	0.000000	N
hsa-mir-1471	0	0.000000	N
hsa-mir-147a	0	0.000000	N
hsa-mir-147b	3	0.537881	N
hsa-mir-148a	609893	109349.949314	N
hsa-mir-148b	2212	396.597580	N
hsa-mir-149	208	37.293082	N
hsa-mir-150	23245	4167.681170	N
hsa-mir-151a	7454	1336.454956	N
hsa-mir-151b	16	2.868699	N
hsa-mir-152	522	93.591291	N
hsa-mir-153-1	5	0.896468	N
hsa-mir-153-2	72	12.909144	N
hsa-mir-1537	2	0.358587	N
hsa-mir-1538	1	0.179294	N
hsa-mir-1539	0	0.000000	N
hsa-mir-154	12	2.151524	N
hsa-mir-155	8329	1493.336910	N
hsa-mir-1587	0	0.000000	N
hsa-mir-15a	3031	543.439089	N
hsa-mir-15b	3395	608.701982	N
hsa-mir-16-1	3341	599.020124	N
hsa-mir-16-2	3142	563.340686	N
hsa-mir-17	14051	2519.255243	Y
hsa-mir-181a-1	4900	878.538943	N
hsa-mir-181a-2	5065	908.122397	N
hsa-mir-181b-1	746	133.753072	N
hsa-mir-181b-2	703	126.043444	N
hsa-mir-181c	439	78.709918	N
hsa-mir-181d	120	21.515239	N
hsa-mir-182	258049	46266.550150	N
hsa-mir-1825	0	0.000000	N
hsa-mir-1827	0	0.000000	N
hsa-mir-183	108518	19456.589598	N
hsa-mir-184	215	38.548137	N
hsa-mir-185	767	137.518239	N
hsa-mir-186	2669	478.534784	N
hsa-mir-187	150	26.894049	N
hsa-mir-188	20	3.585873	N
hsa-mir-18a	179	32.093565	Y
hsa-mir-18b	1	0.179294	Y
